serial No,Korean,Math,English,Inquiry 1,Inquiry 2,University,Tutoring Period,University_rank,chance of admit
270,3,1,7,5,2,Kookmin University,2,25,0.4265071525353822
35,9,4,1,3,4,Kookmin University,1,25,0.54
373,4,6,6,3,3,Kookmin University,4,25,0.3055502095674788
78,5,2,8,3,3,Kookmin University,4,25,0.2899999999999999
193,7,1,9,1,7,Kookmin University,2,25,0.79
54,5,5,3,4,2,Kookmin University,4,25,0.1378879613937429
78,4,3,9,6,7,Kookmin University,4,25,0.2899999999999999
220,5,9,4,7,3,Kookmin University,2,25,0.79
54,8,1,7,3,6,Kookmin University,4,25,0.0
470,6,3,7,7,4,Kookmin University,4,25,0.1932568080597056
459,4,7,7,5,7,Kookmin University,4,25,0.025214330232644
193,7,3,7,8,3,Kookmin University,2,25,0.79
357,5,2,2,6,1,Kookmin University,3,25,1.0
431,2,9,7,5,4,Kookmin University,1,25,0.3098399511486052
35,6,4,2,3,7,Kookmin University,1,25,0.3218218415886629
210,7,1,1,5,9,Kookmin University,3,25,0.94
78,2,7,2,8,3,Kookmin University,4,25,0.2899999999999999
62,7,1,6,9,3,Kookmin University,4,25,0.39
307,1,8,9,7,6,Kookmin University,1,25,0.2611660395313866
202,2,6,2,6,1,Kookmin University,1,25,0.54
220,4,3,4,9,2,Kookmin University,2,25,0.3759471404330101
193,5,9,9,7,8,Kookmin University,2,25,0.79
307,1,3,2,7,5,Kookmin University,1,25,0.3903151132747456
307,3,8,4,1,3,Kookmin University,1,25,0.54
252,6,1,2,8,8,Kookmin University,2,25,0.79
78,3,9,3,3,6,Kookmin University,4,25,0.0
78,6,3,3,5,5,Kookmin University,4,25,0.0
459,5,7,1,8,8,Kookmin University,4,25,0.2899999999999999
78,7,3,8,4,1,Kookmin University,4,25,0.0
470,4,9,3,1,3,Kookmin University,4,25,0.0
307,6,5,9,5,8,Kookmin University,1,25,0.54
357,1,2,7,8,4,Kookmin University,3,25,0.6832378571191818
220,2,9,2,9,1,Kookmin University,2,25,0.5723116564209072
210,2,2,6,3,7,Kookmin University,3,25,0.6877933363846989
62,6,1,9,4,3,Kookmin University,4,25,0.0121619561711378
307,8,9,6,8,2,Kookmin University,1,25,0.54
371,7,7,2,7,7,Kookmin University,1,25,0.2251864992707137
78,4,9,8,8,8,Kookmin University,4,25,0.2899999999999999
431,8,1,9,3,3,Kookmin University,1,25,0.54
35,8,9,6,7,1,Kookmin University,1,25,0.54
78,8,4,1,1,7,Kookmin University,4,25,0.2899999999999999
202,3,7,4,6,2,Kookmin University,1,25,0.54
35,4,8,8,2,3,Kookmin University,1,25,0.3876210504866292
78,6,8,6,1,7,Kookmin University,4,25,0.2899999999999999
193,9,2,6,3,4,Kookmin University,2,25,0.79
470,6,8,2,7,4,Kookmin University,4,25,0.0867272573127059
220,1,3,5,5,5,Kookmin University,2,25,0.79
270,2,8,7,4,6,Kookmin University,2,25,0.69
78,4,3,1,2,6,Kookmin University,4,25,0.2899999999999999
470,4,5,8,7,5,Kookmin University,4,25,0.1175021986263075
371,3,9,8,8,4,Kookmin University,1,25,0.4399999999999999
307,6,8,4,6,7,Kookmin University,1,25,0.1821404175055412
431,1,2,9,8,1,Kookmin University,1,25,0.54
202,7,4,8,3,8,Kookmin University,1,25,0.54
54,2,2,9,8,4,Kookmin University,4,25,0.0
470,6,6,9,5,1,Kookmin University,4,25,0.39
220,7,8,5,1,1,Kookmin University,2,25,0.3070466590722683
371,1,6,8,5,8,Kookmin University,1,25,0.4399999999999999
193,5,6,9,8,2,Kookmin University,2,25,0.79
54,2,2,7,7,9,Kookmin University,4,25,0.39
54,3,1,8,9,6,Kookmin University,4,25,0.39
373,1,5,3,2,2,Kookmin University,4,25,0.49
371,1,7,9,3,3,Kookmin University,1,25,0.0261322841566711
210,1,9,6,8,5,Kookmin University,3,25,0.94
341,3,4,5,7,4,Kookmin University,3,25,1.0
341,6,9,9,9,2,Kookmin University,3,25,1.0
252,2,6,6,1,2,Kookmin University,2,25,0.79
354,9,3,9,7,7,Kookmin University,2,25,0.5230133403232349
354,3,7,2,7,1,Kookmin University,2,25,0.4956112173884377
210,2,6,4,9,1,Kookmin University,3,25,0.4939591588136851
357,8,1,2,5,9,Kookmin University,3,25,1.0
431,2,2,8,2,8,Kookmin University,1,25,0.112256934781551
371,5,6,8,6,3,Kookmin University,1,25,0.1990497164271381
459,9,4,7,7,6,Kookmin University,4,25,0.2899999999999999
371,8,8,5,1,7,Kookmin University,1,25,0.4399999999999999
371,4,2,8,8,7,Kookmin University,1,25,0.4399999999999999
373,5,1,7,1,1,Kookmin University,4,25,0.197288107927873
252,9,8,7,9,8,Kookmin University,2,25,0.79
341,4,6,5,8,3,Kookmin University,3,25,1.0
357,2,3,2,6,4,Kookmin University,3,25,1.0
470,9,6,4,2,2,Kookmin University,4,25,0.39
62,7,2,8,3,3,Kookmin University,4,25,0.39
62,3,6,3,6,9,Kookmin University,4,25,0.39
336,2,9,5,4,8,Incheon National University,2,0,0.6712533133498212
5,6,2,6,5,9,Incheon National University,2,0,0.79
188,9,5,1,2,9,Incheon National University,1,0,0.1585153203764098
390,6,9,5,3,5,Incheon National University,4,0,0.39
188,8,2,3,3,5,Incheon National University,1,0,0.54
219,8,7,2,4,3,Incheon National University,3,0,0.8450550723049475
3,2,5,2,4,4,Incheon National University,4,0,0.2899999999999999
417,1,5,2,2,7,Incheon National University,1,0,0.4399999999999999
356,6,2,7,2,2,Incheon National University,2,0,0.69
417,7,4,3,9,8,Incheon National University,1,0,0.4399999999999999
81,7,6,1,6,6,Incheon National University,4,0,0.2899999999999999
417,9,5,4,8,9,Incheon National University,1,0,0.4399999999999999
31,6,9,8,5,6,Incheon National University,4,0,0.2899999999999999
56,2,4,2,6,6,Incheon National University,4,0,0.0
275,7,9,5,3,5,Incheon National University,4,0,0.0
275,7,8,6,4,9,Incheon National University,4,0,0.2899999999999999
5,1,7,2,2,2,Incheon National University,2,0,0.79
188,2,2,5,4,4,Incheon National University,1,0,0.1329851534344533
188,9,8,8,3,3,Incheon National University,1,0,0.0493509473229101
28,5,2,2,6,4,Incheon National University,2,0,0.3619418724083131
336,7,4,1,1,6,Incheon National University,2,0,0.79
275,4,5,1,2,1,Incheon National University,4,0,0.2899999999999999
31,2,5,2,9,1,Incheon National University,4,0,0.2899999999999999
28,7,1,2,4,1,Incheon National University,2,0,0.79
238,4,7,3,4,2,Incheon National University,1,0,0.54
56,2,9,5,5,9,Incheon National University,4,0,0.39
417,5,4,4,8,8,Incheon National University,1,0,0.329822299363214
219,5,7,4,9,3,Incheon National University,3,0,0.7787088561513394
275,8,6,7,2,5,Incheon National University,4,0,0.1184262938055639
356,1,9,5,1,7,Incheon National University,2,0,0.2544136118809684
5,9,1,1,3,9,Incheon National University,2,0,0.79
390,5,5,2,8,9,Incheon National University,4,0,0.39
275,1,8,4,5,1,Incheon National University,4,0,0.0
5,4,4,8,6,4,Incheon National University,2,0,0.79
390,6,6,9,4,7,Incheon National University,4,0,0.39
212,4,2,2,6,9,Incheon National University,2,0,0.6465221189197289
336,9,4,3,3,5,Incheon National University,2,0,0.79
356,2,4,5,8,6,Incheon National University,2,0,0.69
336,2,4,8,9,4,Incheon National University,2,0,0.79
31,5,5,3,5,1,Incheon National University,4,0,0.1098826063126249
336,3,3,9,2,9,Incheon National University,2,0,0.79
3,6,3,5,6,9,Incheon National University,4,0,0.0
28,1,2,9,3,1,Incheon National University,2,0,0.79
188,5,2,9,6,6,Incheon National University,1,0,0.54
390,1,7,6,6,3,Incheon National University,4,0,0.39
417,1,8,3,1,1,Incheon National University,1,0,0.4399999999999999
31,5,8,9,6,1,Incheon National University,4,0,0.2899999999999999
56,2,2,2,9,1,Incheon National University,4,0,0.39
5,9,6,5,3,5,Incheon National University,2,0,0.368837499313179
275,8,7,2,7,4,Incheon National University,4,0,0.2899999999999999
212,6,7,7,4,5,Incheon National University,2,0,0.79
356,6,7,3,7,2,Incheon National University,2,0,0.69
219,7,6,6,5,7,Incheon National University,3,0,1.0
5,7,7,7,6,9,Incheon National University,2,0,0.5174429038392185
56,6,5,7,6,6,Incheon National University,4,0,0.39
5,4,5,1,1,2,Incheon National University,2,0,0.79
188,5,6,8,5,9,Incheon National University,1,0,0.54
238,5,9,1,5,1,Incheon National University,1,0,0.2243921379392059
188,9,6,5,5,6,Incheon National University,1,0,0.54
56,8,5,7,6,1,Incheon National University,4,0,0.0
56,5,5,2,9,1,Incheon National University,4,0,0.2367907692158635
188,7,3,6,6,7,Incheon National University,1,0,0.54
212,6,1,4,6,1,Incheon National University,2,0,0.2909549570210528
275,8,2,6,7,6,Incheon National University,4,0,0.1059564847675623
390,6,3,3,3,3,Incheon National University,4,0,0.39
275,7,2,4,6,9,Incheon National University,4,0,0.2899999999999999
275,8,2,5,1,2,Incheon National University,4,0,0.2899999999999999
336,5,1,6,2,8,Incheon National University,2,0,0.5001517918242517
28,8,4,6,2,5,Incheon National University,2,0,0.5790678648299538
188,8,9,6,8,1,Incheon National University,1,0,0.1098914740384543
336,4,6,3,5,2,Incheon National University,2,0,0.79
238,6,7,4,3,1,Incheon National University,1,0,0.54
31,2,1,5,1,1,Incheon National University,4,0,0.2899999999999999
3,7,7,4,2,6,Incheon National University,4,0,0.0566482953731058
356,1,6,5,6,8,Incheon National University,2,0,0.2531352226680378
212,1,1,7,8,2,Incheon National University,2,0,0.79
417,8,8,1,7,8,Incheon National University,1,0,0.0
212,3,1,7,7,3,Incheon National University,2,0,0.79
28,2,2,4,6,5,Incheon National University,2,0,0.79
336,5,3,6,5,3,Incheon National University,2,0,0.79
3,6,6,1,2,3,Incheon National University,4,0,0.2899999999999999
219,4,9,9,9,5,Incheon National University,3,0,1.0
188,2,7,3,1,9,Incheon National University,1,0,0.3640299042760381
56,9,2,6,8,5,Incheon National University,4,0,0.39
3,5,6,8,5,6,Incheon National University,4,0,0.0
356,6,2,7,4,8,Incheon National University,2,0,0.69
56,1,7,3,9,3,Incheon National University,4,0,0.39
336,2,6,7,7,1,Incheon National University,2,0,0.79
219,8,5,2,3,2,Incheon National University,3,0,1.0
390,4,6,8,2,9,Incheon National University,4,0,0.39
219,1,8,9,5,9,Incheon National University,3,0,1.0
28,2,1,9,5,9,Incheon National University,2,0,0.79
212,4,8,1,6,9,Incheon National University,2,0,0.79
356,5,7,5,7,2,Incheon National University,2,0,0.69
31,4,5,4,5,1,Incheon National University,4,0,0.2899999999999999
336,8,4,2,8,5,Incheon National University,2,0,0.3960489302963997
28,2,5,6,5,7,Incheon National University,2,0,0.79
417,4,9,6,8,6,Incheon National University,1,0,0.4399999999999999
28,3,1,2,6,9,Incheon National University,2,0,0.79
28,4,5,9,4,6,Incheon National University,2,0,0.79
81,2,7,5,8,7,Incheon National University,4,0,0.0528836699611235
219,5,2,7,6,9,Incheon National University,3,0,1.0
28,1,8,3,4,1,Incheon National University,2,0,0.79
3,3,9,9,5,2,Incheon National University,4,0,0.2899999999999999
188,3,6,4,3,6,Incheon National University,1,0,0.0467578250032215
56,5,9,1,1,6,Incheon National University,4,0,0.0973717753349854
81,7,9,9,4,4,Incheon National University,4,0,0.2899999999999999
81,3,8,5,1,4,Incheon National University,4,0,0.028024701953693
212,7,9,5,7,1,Incheon National University,2,0,0.6447496571405854
238,2,9,9,4,4,Incheon National University,1,0,0.54
417,5,5,9,7,8,Incheon National University,1,0,0.4399999999999999
28,2,2,1,2,8,Incheon National University,2,0,0.3992984172391179
219,8,2,6,5,8,Incheon National University,3,0,1.0
212,7,3,8,7,8,Incheon National University,2,0,0.3964930530017249
275,5,2,9,3,2,Incheon National University,4,0,0.0
31,3,2,2,4,8,Incheon National University,4,0,0.2899999999999999
31,1,6,5,7,3,Incheon National University,4,0,0.1794904890380275
3,7,7,8,7,8,Incheon National University,4,0,0.0824928395365544
275,1,4,7,5,5,Incheon National University,4,0,0.0292943175571831
31,2,4,2,2,6,Incheon National University,4,0,0.2899999999999999
390,2,1,5,8,5,Incheon National University,4,0,0.18125594802092
56,7,4,6,1,5,Incheon National University,4,0,0.0
275,7,1,9,9,7,Incheon National University,4,0,0.2899999999999999
390,1,2,8,3,7,Incheon National University,4,0,0.0165059374946912
390,4,6,4,9,8,Incheon National University,4,0,0.39
3,4,9,8,5,2,Incheon National University,4,0,0.2899999999999999
212,9,7,8,6,4,Incheon National University,2,0,0.79
81,2,2,9,6,9,Incheon National University,4,0,0.2899999999999999
56,5,4,9,8,4,Incheon National University,4,0,0.39
417,7,8,6,6,9,Incheon National University,1,0,0.4399999999999999
31,1,5,2,9,5,Incheon National University,4,0,0.2899999999999999
5,8,8,5,1,5,Incheon National University,2,0,0.79
56,2,3,3,3,5,Incheon National University,4,0,0.39
390,2,7,4,5,4,Incheon National University,4,0,0.2261373743613623
238,1,1,8,2,2,Incheon National University,1,0,0.54
238,1,7,9,3,2,Incheon National University,1,0,0.2105254043103949
238,9,6,2,9,8,Incheon National University,1,0,0.1246414170493276
56,1,5,6,8,3,Incheon National University,4,0,0.2133180238585369
3,7,6,4,6,8,Incheon National University,4,0,0.2899999999999999
81,8,8,2,7,7,Incheon National University,4,0,0.0
238,3,8,8,6,3,Incheon National University,1,0,0.54
3,1,7,6,5,2,Incheon National University,4,0,0.0
188,6,7,6,8,9,Incheon National University,1,0,0.2020271481713584
81,5,5,8,5,7,Incheon National University,4,0,0.2899999999999999
356,9,1,6,6,1,Incheon National University,2,0,0.69
5,4,8,9,3,3,Incheon National University,2,0,0.79
238,5,7,3,9,6,Incheon National University,1,0,0.54
5,8,9,1,1,1,Incheon National University,2,0,0.79
31,6,8,5,3,9,Incheon National University,4,0,0.0
275,2,9,2,2,2,Incheon National University,4,0,0.2899999999999999
336,8,3,3,1,8,Incheon National University,2,0,0.79
238,3,3,2,7,5,Incheon National University,1,0,0.54
188,4,9,2,4,3,Incheon National University,1,0,0.54
212,8,8,1,4,7,Incheon National University,2,0,0.79
3,2,2,7,3,1,Incheon National University,4,0,0.2899999999999999
238,6,2,8,9,1,Incheon National University,1,0,0.54
5,6,2,2,8,5,Incheon National University,2,0,0.5151554713979077
336,1,7,3,2,4,Incheon National University,2,0,0.79
356,7,1,6,9,1,Incheon National University,2,0,0.69
188,7,5,4,2,9,Incheon National University,1,0,0.54
390,3,3,8,1,4,Incheon National University,4,0,0.39
81,6,3,5,9,6,Incheon National University,4,0,0.2899999999999999
188,6,8,3,4,4,Incheon National University,1,0,0.54
166,7,5,7,2,5,Korea University,1,49,0.54
154,2,7,3,5,8,Korea University,4,49,0.39
169,2,3,4,6,5,Korea University,4,49,0.0
169,7,1,1,4,1,Korea University,4,49,0.39
108,6,9,1,4,2,Korea University,1,49,0.0927584638654428
181,9,8,7,3,2,Korea University,3,49,0.5193056153750514
486,4,3,9,7,7,Korea University,4,49,0.2899999999999999
369,1,1,9,6,9,Korea University,2,49,0.69
486,8,3,6,9,1,Korea University,4,49,0.2899999999999999
169,9,1,9,3,4,Korea University,4,49,0.39
154,1,2,7,9,8,Korea University,4,49,0.2467524060119268
293,3,2,5,5,8,Korea University,2,49,0.79
178,7,5,8,5,2,Korea University,2,49,0.79
315,9,9,1,8,9,Korea University,2,49,0.79
391,7,8,5,6,5,Korea University,4,49,0.2899999999999999
181,8,1,1,6,4,Korea University,3,49,0.94
221,7,4,3,7,2,Korea University,1,49,0.54
391,9,4,4,1,8,Korea University,4,49,0.0
315,5,6,4,7,4,Korea University,2,49,0.79
169,1,6,6,4,7,Korea University,4,49,0.0
166,5,8,8,2,9,Korea University,1,49,0.54
178,9,3,7,9,7,Korea University,2,49,0.79
298,5,5,4,8,7,Korea University,4,49,0.39
369,1,6,9,2,7,Korea University,2,49,0.3950251189646728
486,4,9,4,3,2,Korea University,4,49,0.2899999999999999
391,5,6,4,5,4,Korea University,4,49,0.2899999999999999
233,5,9,5,5,5,Korea University,3,49,0.644142408319911
178,7,8,3,1,3,Korea University,2,49,0.56462607037902
108,1,4,3,5,4,Korea University,1,49,0.2088805518327883
293,2,5,9,6,8,Korea University,2,49,0.79
169,5,3,5,7,5,Korea University,4,49,0.39
221,3,9,6,7,3,Korea University,1,49,0.2561999194870312
233,4,1,4,9,9,Korea University,3,49,0.94
315,9,8,9,2,4,Korea University,2,49,0.79
181,4,3,3,6,6,Korea University,3,49,0.4525007284867556
154,1,8,4,4,5,Korea University,4,49,0.39
221,2,8,6,6,8,Korea University,1,49,0.54
298,8,1,2,5,5,Korea University,4,49,0.39
293,9,9,3,9,8,Korea University,2,49,0.79
391,1,2,3,9,5,Korea University,4,49,0.2899999999999999
486,2,2,2,6,1,Korea University,4,49,0.0
169,1,3,1,2,6,Korea University,4,49,0.39
315,3,7,1,3,1,Korea University,2,49,0.79
178,6,4,6,7,6,Korea University,2,49,0.60230356803776
108,6,4,2,6,8,Korea University,1,49,0.1259384277019849
181,2,8,1,4,1,Korea University,3,49,0.714748783902512
233,4,3,7,9,4,Korea University,3,49,0.7844320632160341
181,3,5,5,2,3,Korea University,3,49,0.5200446973721344
315,5,7,4,9,3,Korea University,2,49,0.4136270831195635
154,4,2,3,9,4,Korea University,4,49,0.0
221,1,7,9,2,7,Korea University,1,49,0.54
108,5,2,8,8,5,Korea University,1,49,0.54
166,5,5,3,6,9,Korea University,1,49,0.54
154,7,3,3,6,8,Korea University,4,49,0.0
298,7,3,6,3,8,Korea University,4,49,0.39
181,2,4,9,4,1,Korea University,3,49,0.7289484698905793
330,7,7,3,3,8,Korea University,2,49,0.69
108,9,3,2,6,2,Korea University,1,49,0.54
221,6,6,5,5,4,Korea University,1,49,0.54
233,1,8,5,4,6,Korea University,3,49,0.94
169,3,9,1,2,7,Korea University,4,49,0.39
369,7,6,1,9,8,Korea University,2,49,0.69
391,6,1,6,8,4,Korea University,4,49,0.2899999999999999
108,9,7,2,2,3,Korea University,1,49,0.1701396638242982
221,8,6,8,3,6,Korea University,1,49,0.54
298,6,6,8,2,1,Korea University,4,49,0.39
298,6,3,1,3,5,Korea University,4,49,0.39
330,5,1,5,9,5,Korea University,2,49,0.2799196398754596
293,6,8,2,2,5,Korea University,2,49,0.79
369,5,4,9,7,6,Korea University,2,49,0.69
486,9,8,8,1,9,Korea University,4,49,0.2899999999999999
369,4,9,2,4,5,Korea University,2,49,0.69
221,4,3,3,1,7,Korea University,1,49,0.54
486,5,8,6,9,8,Korea University,4,49,0.2899999999999999
293,3,8,6,3,9,Korea University,2,49,0.79
108,1,8,8,5,2,Korea University,1,49,0.54
108,2,4,2,5,3,Korea University,1,49,0.54
169,3,9,9,3,2,Korea University,4,49,0.0724225285524112
369,2,1,6,1,9,Korea University,2,49,0.69
178,5,1,4,7,8,Korea University,2,49,0.79
154,8,6,8,6,2,Korea University,4,49,0.39
108,7,3,8,5,1,Korea University,1,49,0.54
221,2,4,8,3,8,Korea University,1,49,0.54
330,7,9,5,2,4,Korea University,2,49,0.69
181,9,5,4,8,1,Korea University,3,49,0.94
315,1,3,2,6,8,Korea University,2,49,0.79
293,3,7,2,9,2,Korea University,2,49,0.5650975796964457
181,8,5,5,5,8,Korea University,3,49,0.94
108,4,5,8,7,1,Korea University,1,49,0.54
315,2,1,8,5,7,Korea University,2,49,0.3207836493212734
391,2,4,2,7,6,Korea University,4,49,0.2899999999999999
233,8,7,2,5,3,Korea University,3,49,0.94
221,7,3,6,9,4,Korea University,1,49,0.54
486,8,2,1,7,9,Korea University,4,49,0.0332010121140564
181,1,3,6,6,3,Korea University,3,49,0.94
293,4,5,7,4,7,Korea University,2,49,0.79
391,7,1,5,3,3,Korea University,4,49,0.0
221,2,6,4,1,8,Korea University,1,49,0.54
391,7,2,8,4,8,Korea University,4,49,0.2899999999999999
181,7,7,2,7,3,Korea University,3,49,0.94
166,3,6,9,7,6,Korea University,1,49,0.54
330,6,4,8,5,4,Korea University,2,49,0.2728389806778515
169,4,3,4,1,6,Korea University,4,49,0.2014595488442834
233,6,7,5,7,6,Korea University,3,49,0.94
330,9,4,7,3,3,Korea University,2,49,0.69
181,1,5,3,5,5,Korea University,3,49,0.94
391,2,5,4,3,9,Korea University,4,49,0.0
298,2,1,8,4,4,Korea University,4,49,0.39
293,1,6,9,4,5,Korea University,2,49,0.79
233,8,8,4,6,2,Korea University,3,49,0.6702912985949611
391,1,4,6,4,3,Korea University,4,49,0.0
166,6,8,6,2,9,Korea University,1,49,0.54
330,5,8,5,1,4,Korea University,2,49,0.69
233,3,7,9,4,6,Korea University,3,49,0.94
486,1,7,8,1,5,Korea University,4,49,0.2899999999999999
178,4,1,1,2,6,Korea University,2,49,0.79
154,7,1,9,7,7,Korea University,4,49,0.39
178,9,8,1,4,6,Korea University,2,49,0.79
315,6,4,6,8,8,Korea University,2,49,0.4900771234189338
166,7,6,6,8,9,Korea University,1,49,0.2359626410167759
330,8,5,4,6,9,Korea University,2,49,0.69
108,4,9,4,8,6,Korea University,1,49,0.3870704486768122
166,4,3,2,6,5,Korea University,1,49,0.54
315,3,3,8,7,6,Korea University,2,49,0.79
108,1,8,1,5,7,Korea University,1,49,0.54
330,2,2,6,5,5,Korea University,2,49,0.69
293,7,1,3,6,3,Korea University,2,49,0.3365602537451369
298,7,3,7,5,6,Korea University,4,49,0.39
154,1,4,9,3,6,Korea University,4,49,0.39
221,1,3,2,5,8,Korea University,1,49,0.3384099393713208
391,2,7,6,7,9,Korea University,4,49,0.2899999999999999
315,3,2,2,6,8,Korea University,2,49,0.79
369,5,1,5,7,5,Korea University,2,49,0.69
298,6,9,1,2,3,Korea University,4,49,0.0
298,7,4,9,1,8,Korea University,4,49,0.39
298,8,4,4,7,7,Korea University,4,49,0.39
233,7,8,9,9,2,Korea University,3,49,0.94
233,5,7,8,3,9,Korea University,3,49,0.7550926336386544
108,3,7,5,2,7,Korea University,1,49,0.54
181,7,1,6,4,9,Korea University,3,49,0.94
233,5,1,4,1,7,Korea University,3,49,0.94
154,9,4,7,2,6,Korea University,4,49,0.39
166,7,3,1,2,2,Korea University,1,49,0.4039601266996212
330,1,8,6,6,3,Korea University,2,49,0.69
221,6,9,2,1,8,Korea University,1,49,0.1409498508706941
108,9,9,6,6,3,Korea University,1,49,0.54
233,7,1,2,1,2,Korea University,3,49,0.94
298,3,1,7,7,9,Korea University,4,49,0.39
298,1,5,9,1,8,Korea University,4,49,0.0395348484617152
391,7,8,4,2,8,Korea University,4,49,0.0
369,8,5,1,3,3,Korea University,2,49,0.5336001697685537
221,6,4,9,2,2,Korea University,1,49,0.0884298989323916
169,8,3,3,7,1,Korea University,4,49,0.39
369,4,2,2,8,4,Korea University,2,49,0.69
486,1,4,3,9,8,Korea University,4,49,0.2899999999999999
221,6,4,7,8,4,Korea University,1,49,0.412332708152936
154,5,6,1,4,6,Korea University,4,49,0.39
178,6,3,5,4,7,Korea University,2,49,0.79
178,6,9,3,3,5,Korea University,2,49,0.79
298,5,1,1,1,1,Korea University,4,49,0.2804821742574522
391,4,3,7,7,9,Korea University,4,49,0.0
391,8,6,4,2,1,Korea University,4,49,0.2899999999999999
221,9,1,3,7,7,Korea University,1,49,0.0830438320418285
352,4,3,5,6,8,Gangwon University,1,0,0.54
338,9,1,2,3,5,Gangwon University,1,0,0.54
137,4,1,3,4,2,Gangwon University,2,0,0.3721441628975543
200,7,5,7,9,1,Gangwon University,1,0,0.54
393,6,3,7,6,3,Gangwon University,3,0,1.0
257,9,8,7,7,4,Gangwon University,3,0,0.94
483,4,1,5,1,5,Gangwon University,1,0,0.1893378433920279
135,2,4,6,3,9,Gangwon University,4,0,0.2899999999999999
393,4,1,1,3,1,Gangwon University,3,0,1.0
38,3,5,8,6,2,Gangwon University,2,0,0.8899999999999999
483,9,8,4,8,2,Gangwon University,1,0,0.54
257,4,1,8,5,8,Gangwon University,3,0,0.6145769380735788
38,8,3,1,7,4,Gangwon University,2,0,0.8899999999999999
136,8,7,4,1,2,Gangwon University,2,0,0.6404821062356572
352,3,2,9,3,8,Gangwon University,1,0,0.54
55,7,6,5,1,2,Gangwon University,4,0,0.39
165,3,1,1,3,4,Gangwon University,3,0,1.0
164,3,2,9,5,2,Gangwon University,3,0,0.8400000000000001
55,8,2,8,2,5,Gangwon University,4,0,0.39
165,7,7,5,2,2,Gangwon University,3,0,1.0
338,7,9,8,9,8,Gangwon University,1,0,0.54
257,8,4,6,2,5,Gangwon University,3,0,0.94
352,8,6,1,5,7,Gangwon University,1,0,0.54
164,3,8,4,9,7,Gangwon University,3,0,0.8400000000000001
483,2,4,7,5,5,Gangwon University,1,0,0.54
38,4,4,4,4,3,Gangwon University,2,0,0.8899999999999999
165,4,2,8,6,2,Gangwon University,3,0,1.0
200,5,6,4,1,2,Gangwon University,1,0,0.54
338,1,6,1,7,6,Gangwon University,1,0,0.54
164,1,6,9,2,3,Gangwon University,3,0,0.7278400002929475
393,4,5,4,7,3,Gangwon University,3,0,1.0
388,2,2,7,1,3,Gangwon University,1,0,0.54
55,7,3,9,9,6,Gangwon University,4,0,0.39
200,2,5,8,5,1,Gangwon University,1,0,0.54
165,1,5,7,1,8,Gangwon University,3,0,1.0
257,4,4,6,6,3,Gangwon University,3,0,0.6746468591304985
136,8,4,4,5,6,Gangwon University,2,0,0.79
483,6,2,3,1,8,Gangwon University,1,0,0.54
38,6,7,5,9,9,Gangwon University,2,0,0.8899999999999999
483,3,4,8,5,5,Gangwon University,1,0,0.54
136,9,8,4,6,4,Gangwon University,2,0,0.79
388,1,3,5,3,7,Gangwon University,1,0,0.2028477517908983
164,1,5,3,7,4,Gangwon University,3,0,0.8400000000000001
136,1,2,7,4,7,Gangwon University,2,0,0.79
137,8,6,5,6,4,Gangwon University,2,0,0.79
352,1,1,8,4,5,Gangwon University,1,0,0.54
136,9,2,3,2,8,Gangwon University,2,0,0.79
247,8,2,4,3,7,Gangwon University,2,0,0.69
137,6,2,9,2,3,Gangwon University,2,0,0.501445944589743
352,3,4,7,9,4,Gangwon University,1,0,0.54
165,2,7,1,6,8,Gangwon University,3,0,1.0
137,7,1,1,2,6,Gangwon University,2,0,0.4724920342845804
483,9,7,2,1,2,Gangwon University,1,0,0.4106138264840784
398,3,7,4,8,8,Gangwon University,1,0,0.3127318407801906
257,6,8,4,4,2,Gangwon University,3,0,0.94
